tweet_id,favorites,retweets,user_followers,user_favourites,date_time
878057613040115712,41943,6869,7060874,135116,2017-06-23 01:10:23
877736472329191424,79664,19230,7060874,135116,2017-06-22 03:54:17
877611172832227328,0,81,7060874,135116,2017-06-21 19:36:23
877556246731214848,22700,3838,7060874,135116,2017-06-21 15:58:08
877316821321428993,27305,5196,7060874,135116,2017-06-21 00:06:44
877201837425926144,27077,5627,7060874,135116,2017-06-20 16:29:50
876838120628539392,20626,3375,7060874,135116,2017-06-19 16:24:33
876537666061221889,23405,4638,7060874,135116,2017-06-18 20:30:39
876484053909872640,18727,2416,7060874,135116,2017-06-18 16:57:37
876120275196170240,27861,4715,7060874,135116,2017-06-17 16:52:05
875747767867523072,25158,4321,7060874,135116,2017-06-16 16:11:53
875144289856114688,21883,4961,7060874,135116,2017-06-15 00:13:52
875097192612077568,27385,6078,7060874,135116,2017-06-14 21:06:43
875021211251597312,25446,4752,7060874,135116,2017-06-14 16:04:48
874680097055178752,27800,4685,7060874,135116,2017-06-13 17:29:20
874434818259525634,0,14878,7060874,135116,2017-06-13 01:14:41
874296783580663808,26049,4142,7060874,135116,2017-06-12 16:06:11
874057562936811520,22639,3981,7060874,135116,2017-06-12 00:15:36
874012996292530176,34658,10558,7060874,135116,2017-06-11 21:18:31
873580283840344065,24235,3978,7060874,135116,2017-06-10 16:39:04
873337748698140672,0,1602,7060874,135116,2017-06-10 00:35:19
873213775632977920,7251,1602,7060874,135116,2017-06-09 16:22:42
872967104147763200,27400,5456,7060874,135116,2017-06-09 00:02:31
872820683541237760,14723,3724,7060874,135116,2017-06-08 14:20:41
872668790621863937,0,28,7060874,135116,2017-06-08 04:17:07
872620804844003328,20811,3750,7060874,135116,2017-06-08 01:06:27
872486979161796608,40750,9101,7060874,135116,2017-06-07 16:14:40
872261713294495745,34287,6406,7060874,135116,2017-06-07 01:19:32
872122724285648897,34514,8226,7060875,135116,2017-06-06 16:07:15
871879754684805121,38148,11362,7060874,135116,2017-06-06 00:01:46
871762521631449091,20309,3520,7060874,135116,2017-06-05 16:15:56
871515927908634625,20274,3502,7060874,135116,2017-06-04 23:56:03
871166179821445120,0,5776,7060874,135116,2017-06-04 00:46:17
871102520638267392,20996,5578,7060874,135116,2017-06-03 20:33:19
871032628920680449,22735,3862,7060874,135116,2017-06-03 15:55:36
870804317367881728,33791,6318,7060874,135116,2017-06-03 00:48:22
870726314365509632,120,3,7060874,135116,2017-06-02 19:38:25
870656317836468226,12488,2687,7060874,135116,2017-06-02 15:00:16
870374049280663552,83101,26678,7060874,135116,2017-06-01 20:18:38
870308999962521604,21935,4228,7060874,135116,2017-06-01 16:00:09
870063196459192321,36920,8514,7060874,135116,2017-05-31 23:43:25
869772420881756160,42677,10246,7060874,135116,2017-05-31 04:27:59
869702957897576449,28440,6452,7060874,135116,2017-05-30 23:51:58
869596645499047938,16099,3198,7060875,135116,2017-05-30 16:49:31
869227993411051520,20602,3866,7060875,135116,2017-05-29 16:24:37
868880397819494401,66226,14841,7060875,135116,2017-05-28 17:23:24
868639477480148993,0,2145,7060875,135116,2017-05-28 01:26:04
868622495443632128,27475,5904,7060875,135116,2017-05-28 00:18:35
868552278524837888,10260,2145,7060875,135116,2017-05-27 19:39:34
867900495410671616,24408,4274,7060875,135116,2017-05-26 00:29:37
867774946302451713,34377,7513,7060345,135115,2017-05-25 16:10:44
867421006826221569,16327,2581,7060875,135116,2017-05-24 16:44:18
867072653475098625,0,131,7060875,135116,2017-05-23 17:40:04
867051520902168576,32642,8081,7060875,135116,2017-05-23 16:16:06
866720684873056260,20353,4960,7060875,135116,2017-05-22 18:21:28
866686824827068416,19591,3585,7060345,135115,2017-05-22 16:06:55
866450705531457537,123961,36235,7060875,135116,2017-05-22 00:28:40
866334964761202691,53350,14878,7060875,135116,2017-05-21 16:48:45
866094527597207552,0,8629,7060875,135116,2017-05-21 00:53:21
865718153858494464,25971,5768,7060875,135116,2017-05-19 23:57:46
865359393868664832,26863,5148,7060875,135116,2017-05-19 00:12:11
865006731092295680,28440,7908,7060875,135116,2017-05-18 00:50:50
864873206498414592,32833,9000,7060875,135116,2017-05-17 16:00:15
864279568663928832,14856,3142,7060875,135116,2017-05-16 00:41:21
864197398364647424,30676,9243,7060875,135116,2017-05-15 19:14:50
863907417377173506,20963,4274,7060875,135116,2017-05-15 00:02:33
863553081350529029,15559,4309,7060875,135116,2017-05-14 00:34:33
863471782782697472,0,2559,7060875,135116,2017-05-13 19:11:30
863432100342583297,24232,5452,7060875,135116,2017-05-13 16:33:49
863427515083354112,2299,99,7060875,135116,2017-05-13 16:15:35
863079547188785154,8925,1136,7060875,135116,2017-05-12 17:12:53
863062471531167744,8695,2559,7060875,135116,2017-05-12 16:05:02
862831371563274240,19550,5262,7060875,135116,2017-05-12 00:46:44
862722525377298433,17413,3660,7060875,135116,2017-05-11 17:34:13
862457590147678208,20945,5138,7060875,135116,2017-05-11 00:01:27
862096992088072192,76078,24171,7060875,135116,2017-05-10 00:08:34
861383897657036800,36807,11101,7060875,135116,2017-05-08 00:54:59
861288531465048066,17552,4325,7060875,135116,2017-05-07 18:36:02
861005113778896900,17087,3951,7060875,135116,2017-05-06 23:49:50
860981674716409858,0,2248,7060875,135116,2017-05-06 22:16:42
860924035999428608,0,849,7060875,135116,2017-05-06 18:27:40
860563773140209665,7669,2248,7060875,135116,2017-05-05 18:36:06
860524505164394496,24139,5482,7060875,135116,2017-05-05 16:00:04
860276583193509888,18715,3619,7060875,135116,2017-05-04 23:34:55
860184849394610176,17064,6066,7060875,135116,2017-05-04 17:30:24
860177593139703809,0,32184,7060875,135116,2017-05-04 17:01:34
859924526012018688,19986,4265,7060875,135116,2017-05-04 00:15:58
859851578198683649,15760,3644,7060875,135116,2017-05-03 19:26:06
859607811541651456,19021,1639,7060875,135116,2017-05-03 03:17:27
859196978902773760,92097,31548,7060875,135116,2017-05-02 00:04:57
859074603037188101,34720,14189,7060875,135116,2017-05-01 15:58:40
858860390427611136,0,8488,7060875,135116,2017-05-01 01:47:28
858843525470990336,15924,3627,7060875,135116,2017-05-01 00:40:27
858471635011153920,22069,5056,7060875,135116,2017-04-30 00:02:42
858107933456039936,16144,3040,7060875,135116,2017-04-28 23:57:28
857989990357356544,16534,2701,7060875,135116,2017-04-28 16:08:49
857746408056729600,35180,11108,7060875,135116,2017-04-28 00:00:54
857393404942143489,6082,1711,7060875,135116,2017-04-27 00:38:11
857263160327368704,20563,4738,7060875,135116,2017-04-26 16:00:39
857214891891077121,236,19,7060875,135116,2017-04-26 12:48:51
857062103051644929,0,178,7060875,135116,2017-04-26 02:41:43
857029823797047296,19454,4197,7060875,135116,2017-04-26 00:33:27
856602993587888130,0,11227,7060875,135116,2017-04-24 20:17:23
856543823941562368,16750,3024,7060345,135115,2017-04-24 16:22:16
856526610513747968,12168,1975,7060875,135116,2017-04-24 15:13:52
856330835276025856,0,712,7060875,135116,2017-04-24 02:15:55
856288084350160898,532,17,7060876,135116,2017-04-23 23:26:03
856282028240666624,28500,6647,7060876,135116,2017-04-23 23:01:59
855862651834028034,358,28,7060876,135116,2017-04-22 19:15:32
855860136149123072,5160,1093,7060876,135116,2017-04-22 19:05:32
855857698524602368,12199,2233,7060876,135116,2017-04-22 18:55:51
855851453814013952,46824,18633,7060876,135116,2017-04-22 18:31:02
855818117272018944,27417,5745,7060876,135116,2017-04-22 16:18:34
855459453768019968,30927,8682,7060876,135116,2017-04-21 16:33:22
855245323840757760,0,6315,7060876,135116,2017-04-21 02:22:29
855138241867124737,0,49,7060876,135116,2017-04-20 19:16:59
854732716440526848,23625,6460,7060876,135116,2017-04-19 16:25:34
854482394044301312,30357,7286,7060877,135116,2017-04-18 23:50:52
854365224396361728,19577,4973,7060877,135116,2017-04-18 16:05:17
854120357044912130,33121,7953,7060877,135116,2017-04-17 23:52:16
854010172552949760,16780,3342,7060877,135116,2017-04-17 16:34:26
853760880890318849,29689,6152,7060877,135116,2017-04-17 00:03:50
853639147608842240,36252,10791,7060877,135116,2017-04-16 16:00:07
853299958564483072,16136,3792,7060877,135116,2017-04-15 17:32:18
852936405516943360,0,2159,7060877,135116,2017-04-14 17:27:40
852912242202992640,9412,1963,7060877,135116,2017-04-14 15:51:39
852672615818899456,15538,2289,7060877,135116,2017-04-13 23:59:28
852553447878664193,17061,3751,7060877,135116,2017-04-13 16:05:56
852311364735569921,34550,10567,7060877,135116,2017-04-13 00:03:59
852226086759018497,20870,7284,7060877,135116,2017-04-12 18:25:07
852189679701164033,11946,1688,7060877,135116,2017-04-12 16:00:27
851953902622658560,0,10316,7060878,135116,2017-04-12 00:23:33
851861385021730816,0,23,7060878,135116,2017-04-11 18:15:55
851591660324737024,16909,3708,7060878,135116,2017-04-11 00:24:08
851464819735769094,25353,7569,7060878,135116,2017-04-10 16:00:07
851224888060895234,21599,6131,7060878,135116,2017-04-10 00:06:42
850753642995093505,32477,9962,7060878,135116,2017-04-08 16:54:09
850380195714523136,13667,2796,7060878,135116,2017-04-07 16:10:12
850333567704068097,3577,357,7060878,135116,2017-04-07 13:04:55
850145622816686080,17090,4101,7060878,135116,2017-04-07 00:38:06
850019790995546112,21428,5258,7060878,135116,2017-04-06 16:18:05
849776966551130114,31921,8168,7060878,135116,2017-04-06 00:13:11
849668094696017920,0,5334,7060878,135116,2017-04-05 17:00:34
849412302885593088,16643,3373,7060878,135116,2017-04-05 00:04:08
849336543269576704,11988,2034,7060878,135116,2017-04-04 19:03:06
849051919805034497,44550,9176,7060878,135116,2017-04-04 00:12:06
848690551926992896,26466,4650,7060878,135116,2017-04-03 00:16:10
848324959059550208,26003,4955,7060879,135116,2017-04-02 00:03:26
848213670039564288,8590,808,7060879,135116,2017-04-01 16:41:12
848212111729840128,17172,3326,7060879,135116,2017-04-01 16:35:01
847978865427394560,0,3511,7060879,135116,2017-04-01 01:08:10
847971574464610304,0,463,7060879,135116,2017-04-01 00:39:12
847962785489326080,24712,5518,7060879,135116,2017-04-01 00:04:17
847842811428974592,5771,1452,7060879,135116,2017-03-31 16:07:33
847617282490613760,7373,454,7060879,135116,2017-03-31 01:11:22
847606175596138505,19726,3653,7060879,135116,2017-03-31 00:27:14
847251039262605312,21502,4627,7060879,135116,2017-03-30 00:56:03
847157206088847362,21042,6323,7060879,135116,2017-03-29 18:43:12
847116187444137987,22555,3442,7060879,135116,2017-03-29 16:00:12
846874817362120707,21154,4237,7060879,135116,2017-03-29 00:01:05
846514051647705089,47121,12558,7060879,135116,2017-03-28 00:07:32
846505985330044928,14936,3351,7060349,135115,2017-03-27 23:35:28
846153765933735936,33466,9807,7060879,135116,2017-03-27 00:15:53
846139713627017216,32540,10653,7060879,135116,2017-03-26 23:20:02
846042936437604353,16865,3120,7060879,135116,2017-03-26 16:55:29
845812042753855489,30928,9473,7060879,135116,2017-03-26 01:38:00
845677943972139009,26509,5185,7060879,135116,2017-03-25 16:45:08
845397057150107648,8049,1972,7060879,135116,2017-03-24 22:08:59
845306882940190720,24637,5844,7060879,135116,2017-03-24 16:10:40
845098359547420673,0,8314,7060879,135116,2017-03-24 02:22:04
844979544864018432,14414,2809,7060879,135116,2017-03-23 18:29:57
844973813909606400,15985,3487,7060879,135116,2017-03-23 18:07:10
844704788403113984,40941,11227,7060879,135116,2017-03-23 00:18:10
844580511645339650,17409,3409,7060879,135116,2017-03-22 16:04:20
844223788422217728,14407,2382,7060879,135116,2017-03-21 16:26:50
843981021012017153,15983,3172,7060879,135116,2017-03-21 00:22:10
843856843873095681,22639,5014,7060879,135116,2017-03-20 16:08:44
843604394117681152,17872,2978,7060879,135116,2017-03-19 23:25:35
843235543001513987,22743,6582,7060879,135116,2017-03-18 22:59:54
842846295480000512,16108,3897,7060879,135116,2017-03-17 21:13:10
842765311967449089,7147,1387,7060879,135116,2017-03-17 15:51:22
842535590457499648,19162,3805,7060879,135116,2017-03-17 00:38:32
842163532590374912,25939,6315,7060879,135116,2017-03-16 00:00:07
842115215311396866,14855,3287,7060879,135116,2017-03-15 20:48:07
841833993020538882,0,16760,7060879,135116,2017-03-15 02:10:39
841680585030541313,27176,8435,7060879,135116,2017-03-14 16:01:03
841439858740625411,13407,4003,7060879,135116,2017-03-14 00:04:30
841320156043304961,20952,5912,7060879,135116,2017-03-13 16:08:50
841314665196081154,16845,5127,7060879,135116,2017-03-13 15:47:01
841077006473256960,24312,5776,7060879,135116,2017-03-13 00:02:39
840761248237133825,0,1915,7060879,135116,2017-03-12 03:07:56
840728873075638272,0,17687,7060879,135116,2017-03-12 00:59:17
840698636975636481,192,3,7060879,135116,2017-03-11 22:59:09
840696689258311684,13068,1078,7060879,135116,2017-03-11 22:51:24
840632337062862849,9534,1915,7060879,135116,2017-03-11 18:35:42
840370681858686976,17489,4970,7060879,135116,2017-03-11 01:15:58
840268004936019968,20472,6253,7060879,135116,2017-03-10 18:27:58
839990271299457024,14266,2510,7060879,135116,2017-03-10 00:04:21
839549326359670784,29248,8488,7060879,135116,2017-03-08 18:52:12
839290600511926273,0,154,7060879,135116,2017-03-08 01:44:07
839239871831150596,28920,7170,7060879,135116,2017-03-07 22:22:32
838952994649550848,20869,4350,7060879,135116,2017-03-07 03:22:35
838921590096166913,11894,2268,7060879,135116,2017-03-07 01:17:48
838916489579200512,0,37,7060879,135116,2017-03-07 00:57:32
838831947270979586,0,12125,7060879,135116,2017-03-06 19:21:35
838561493054533637,11605,1451,7060879,135116,2017-03-06 01:26:54
838476387338051585,24073,5271,7060879,135116,2017-03-05 19:48:43
838201503651401729,0,11073,7060879,135116,2017-03-05 01:36:26
838150277551247360,1788,358,7060879,135116,2017-03-04 22:12:52
838085839343206401,149,0,7060879,135116,2017-03-04 17:56:49
838083903487373313,18772,3445,7060879,135116,2017-03-04 17:49:08
837820167694528512,36415,8629,7060879,135116,2017-03-04 00:21:08
837482249356513284,4087,484,7060879,135116,2017-03-03 01:58:22
837471256429613056,13640,2532,7060879,135116,2017-03-03 01:14:41
837366284874571778,22516,5801,7060879,135116,2017-03-02 18:17:34
837110210464448512,17061,2623,7060879,135116,2017-03-02 01:20:01
836989968035819520,13571,2511,7060349,135115,2017-03-01 17:22:13
836753516572119041,20501,5057,7060879,135116,2017-03-01 01:42:39
836677758902222849,13440,2435,7060879,135116,2017-02-28 20:41:37
836648853927522308,0,607,7060879,135116,2017-02-28 18:46:45
836397794269200385,0,30270,7060879,135116,2017-02-28 02:09:08
836380477523124226,15703,3227,7060879,135116,2017-02-28 01:00:19
836260088725786625,22662,4697,7060879,135116,2017-02-27 17:01:56
836001077879255040,20390,4717,7060879,135116,2017-02-26 23:52:43
835685285446955009,0,8981,7060879,135116,2017-02-26 02:57:52
835574547218894849,18982,3979,7060879,135116,2017-02-25 19:37:50
835536468978302976,0,1867,7060879,135116,2017-02-25 17:06:32
835309094223372289,0,23101,7060879,135116,2017-02-25 02:03:02
835297930240217089,17489,3284,7060879,135116,2017-02-25 01:18:40
835264098648616962,8286,1867,7060879,135116,2017-02-24 23:04:14
835246439529840640,2227,80,7060879,135116,2017-02-24 21:54:03
835172783151792128,27884,6310,7060879,135116,2017-02-24 17:01:22
835152434251116546,23978,3327,7060879,135116,2017-02-24 15:40:31
834931633769889797,11573,1812,7060879,135116,2017-02-24 01:03:08
834786237630337024,22545,5997,7060879,135116,2017-02-23 15:25:23
834574053763584002,14637,2790,7060879,135116,2017-02-23 01:22:14
834477809192075265,0,11730,7060879,135116,2017-02-22 18:59:48
834458053273591808,10271,1838,7060879,135116,2017-02-22 17:41:18
834209720923721728,22016,5278,7060879,135116,2017-02-22 01:14:30
834167344700198914,16827,3992,7060879,135116,2017-02-21 22:26:07
834089966724603904,10725,2345,7060879,135116,2017-02-21 17:18:39
834086379323871233,13945,2431,7060879,135116,2017-02-21 17:04:24
833863086058651648,14328,2650,7060879,135116,2017-02-21 02:17:06
833826103416520705,16384,3780,7060879,135116,2017-02-20 23:50:09
833732339549220864,0,239,7060879,135116,2017-02-20 17:37:34
833722901757046785,22083,3525,7060879,135116,2017-02-20 17:00:04
833479644947025920,15898,2270,7060879,135116,2017-02-20 00:53:27
833124694597443584,21598,5334,7060879,135116,2017-02-19 01:23:00
832998151111966721,14242,2441,7060879,135116,2017-02-18 17:00:10
832769181346996225,0,41,7060879,135116,2017-02-18 01:50:19
832757312314028032,17986,3986,7060879,135116,2017-02-18 01:03:09
832682457690300417,12712,3235,7060879,135116,2017-02-17 20:05:43
832645525019123713,3121,573,7060879,135116,2017-02-17 17:38:57
832636094638288896,16975,3076,7060879,135116,2017-02-17 17:01:29
832397543355072512,12791,2458,7060879,135116,2017-02-17 01:13:34
832369877331693569,18354,3511,7060879,135116,2017-02-16 23:23:38
832273440279240704,12096,2575,7060879,135116,2017-02-16 17:00:25
832215909146226688,0,6823,7060879,135116,2017-02-16 13:11:49
832215726631055365,0,10338,7060879,135116,2017-02-16 13:11:05
832088576586297345,72,2,7060879,135116,2017-02-16 04:45:50
832040443403784192,0,10727,7060879,135116,2017-02-16 01:34:34
832032802820481025,19132,5146,7060879,135116,2017-02-16 01:04:13
831939777352105988,25698,6783,7060879,135116,2017-02-15 18:54:34
831926988323639298,364,36,7060879,135116,2017-02-15 18:03:45
831911600680497154,29615,7201,7060879,135116,2017-02-15 17:02:36
831670449226514432,11188,1999,7060879,135116,2017-02-15 01:04:21
831650051525054464,7693,2159,7060879,135116,2017-02-14 23:43:18
831552930092285952,9659,2535,7060879,135116,2017-02-14 17:17:22
831322785565769729,9827,1680,7060879,135116,2017-02-14 02:02:51
831315979191906304,6975,1231,7060879,135116,2017-02-14 01:35:49
831309418084069378,12547,2687,7060879,135116,2017-02-14 01:09:44
831262627380748289,12774,2265,7060879,135116,2017-02-13 22:03:49
830956169170665475,8548,1658,7060879,135116,2017-02-13 01:46:03
830583320585068544,71702,18628,7060879,135116,2017-02-12 01:04:29
830173239259324417,0,6306,7060879,135116,2017-02-10 21:54:58
830097400375152640,10531,3333,7060879,135116,2017-02-10 16:53:37
829878982036299777,0,5551,7060879,135116,2017-02-10 02:25:42
829861396166877184,13137,2172,7060879,135116,2017-02-10 01:15:49
829501995190984704,34035,11730,7060879,135116,2017-02-09 01:27:41
829449946868879360,11228,2247,7060879,135116,2017-02-08 22:00:52
829374341691346946,37175,10316,7060879,135116,2017-02-08 17:00:26
829141528400556032,26316,8209,7060879,135116,2017-02-08 01:35:19
829011960981237760,56859,17958,7060878,135116,2017-02-07 17:00:28
828801551087042563,0,3756,7060878,135116,2017-02-07 03:04:22
828770345708580865,27438,6506,7060878,135116,2017-02-07 01:00:22
828708714936930305,39292,12410,7060878,135116,2017-02-06 20:55:28
828650029636317184,10212,1489,7060878,135116,2017-02-06 17:02:17
828409743546925057,6738,1272,7060878,135116,2017-02-06 01:07:28
828408677031882754,8198,1414,7060878,135116,2017-02-06 01:03:14
828381636999917570,13551,2459,7060878,135116,2017-02-05 23:15:47
828376505180889089,7933,1179,7060878,135116,2017-02-05 22:55:23
828372645993398273,13450,3242,7060878,135116,2017-02-05 22:40:03
828361771580813312,2351,189,7060878,135116,2017-02-05 21:56:51
828046555563323392,12634,3166,7060878,135116,2017-02-05 01:04:17
828011680017821696,11125,2370,7060878,135116,2017-02-04 22:45:42
827933404142436356,21642,5781,7060878,135116,2017-02-04 17:34:40
827653905312006145,16602,3326,7060878,135116,2017-02-03 23:04:02
827600520311402496,7969,1047,7060878,135116,2017-02-03 19:31:54
827324948884643840,17081,3395,7060878,135116,2017-02-03 01:16:53
827199976799354881,11370,2485,7060878,135116,2017-02-02 17:00:17
826958653328592898,23229,5551,7060878,135116,2017-02-02 01:01:21
826848821049180160,39270,11387,7060878,135116,2017-02-01 17:44:55
826615380357632002,0,4365,7060878,135116,2017-02-01 02:17:19
826598799820865537,5504,281,7060878,135116,2017-02-01 01:11:25
826598365270007810,10831,2600,7060878,135116,2017-02-01 01:09:42
826476773533745153,19803,4657,7060348,135115,2017-01-31 17:06:32
826240494070030336,14262,2875,7060878,135116,2017-01-31 01:27:39
826204788643753985,5240,1039,7060878,135116,2017-01-30 23:05:46
826115272272650244,16868,3474,7060878,135116,2017-01-30 17:10:04
825876512159186944,11262,2073,7060878,135116,2017-01-30 01:21:19
825829644528148480,13710,2761,7060878,135116,2017-01-29 22:15:05
825535076884762624,56025,19103,7060878,135116,2017-01-29 02:44:34
825147591692263424,19699,5075,7060878,135116,2017-01-28 01:04:51
825120256414846976,0,1430,7060878,135116,2017-01-27 23:16:13
825026590719483904,6849,1430,7060878,135116,2017-01-27 17:04:02
824796380199809024,0,6094,7060878,135116,2017-01-27 01:49:15
824775126675836928,16131,3921,7060878,135116,2017-01-27 00:24:48
824663926340194305,10847,1931,7060878,135116,2017-01-26 17:02:56
824325613288833024,12680,11539,7060878,135116,2017-01-25 18:38:36
824297048279236611,16195,4291,7060878,135116,2017-01-25 16:45:05
824025158776213504,5147,657,7060878,135116,2017-01-24 22:44:42
823939628516474880,11495,3011,7060878,135116,2017-01-24 17:04:50
823719002937630720,0,12512,7060878,135116,2017-01-24 02:28:08
823699002998870016,13552,2687,7060878,135116,2017-01-24 01:08:40
823581115634085888,14052,2945,7060878,135116,2017-01-23 17:20:14
823333489516937216,753,29,7060878,135116,2017-01-23 00:56:15
823322678127919110,16979,4480,7060878,135116,2017-01-23 00:13:17
823269594223824897,0,10969,7060878,135116,2017-01-22 20:42:21
822975315408461824,18667,3822,7060878,135116,2017-01-22 01:12:59
822872901745569793,142869,48892,7060878,135116,2017-01-21 18:26:02
822859134160621569,14242,2543,7060878,135116,2017-01-21 17:31:20
822647212903690241,0,7131,7060878,135116,2017-01-21 03:29:14
822610361945911296,15932,3297,7060878,135116,2017-01-21 01:02:48
822489057087389700,19584,7131,7060878,135116,2017-01-20 17:00:46
822462944365645825,30843,16423,7060878,135116,2017-01-20 15:17:01
822244816520155136,37846,10969,7060878,135116,2017-01-20 00:50:15
822163064745328640,0,5363,7060878,135116,2017-01-19 19:25:24
821886076407029760,12274,2610,7060878,135116,2017-01-19 01:04:45
821813639212650496,0,3724,7060878,135116,2017-01-18 20:16:54
821765923262631936,9103,1852,7060878,135116,2017-01-18 17:07:18
821522889702862852,8651,1963,7060878,135116,2017-01-18 01:01:34
821421320206483457,0,6232,7060878,135116,2017-01-17 18:17:58
821407182352777218,12730,4859,7060878,135116,2017-01-17 17:21:47
821153421864615936,276,10,7060878,135116,2017-01-17 00:33:26
821149554670182400,9436,2245,7060878,135116,2017-01-17 00:18:04
821107785811234820,10383,2374,7060878,135116,2017-01-16 21:32:06
821044531881721856,13658,2549,7060878,135116,2017-01-16 17:20:45
820837357901512704,0,7459,7060878,135116,2017-01-16 03:37:31
820749716845686786,34127,11073,7060878,135116,2017-01-15 21:49:15
820690176645140481,13196,3591,7060878,135116,2017-01-15 17:52:40
